Name,Start_Date,Last_Report_Date,Size_Acres,Cost,Year,Duration_Days,Start_Month,Start_Year,Start_Day,Start_Weekday,Last_Year,GACC_EB,GACC_GB,GACC_NO,GACC_NW,GACC_NW/WB,GACC_RM,GACC_SA,GACC_SO,GACC_SW,GACC_Unknown,GACC_WB,State_AZ,State_CA,State_CO,State_FL,State_GA,State_ID,State_KS,State_MN,State_MT,State_NC,State_NE,State_NM,State_NV,State_OK,State_OR,State_OR/NV,State_SD,State_TX,State_UT,State_WA,State_WY,Cause_L,Cause_N,Cause_U,Cause_Unknown
Richard Spring,2021-08-08,2021-08-20,171130.0,6500000.0,2021.0,12,8,2021,8,6,2021,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Antelope,2021-08-01,2021-10-14,145632.0,74950300.0,2021.0,74,8,2021,1,6,2021,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
McFarland,2021-07-30,2021-09-15,122653.0,43960000.0,2021.0,47,7,2021,30,4,2021,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Four County,2021-12-15,2021-12-23,121622.0,7925100.0,2021.0,8,12,2021,15,2,2021,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Snake River
Complex",2021-07-08,2021-08-18,109444.0,9498972.0,2021.0,41,7,2021,8,3,2021,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Schneider Springs,2021-08-04,2021-10-25,107322.0,53955225.0,2021.0,82,8,2021,4,2,2021,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
"Beckwourth
Complex",2021-07-03,2021-09-21,105670.0,542539952.0,2021.0,80,7,2021,3,5,2021,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Windy,2021-09-09,2021-11-10,97528.0,78421741.0,2021.0,62,9,2021,9,3,2021,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
McCash,2021-07-31,2021-10-27,94962.0,53350000.0,2021.0,88,7,2021,31,5,2021,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Cougar Peak,2021-09-07,2021-10-20,91810.0,26000000.0,2021.0,43,9,2021,7,1,2021,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
Johnson,2021-05-20,2021-07-15,88918.0,7500000.0,2021.0,56,5,2021,20,3,2021,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
Boundary,2021-08-10,2021-10-21,88757.0,12002000.0,2021.0,72,8,2021,10,1,2021,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
KNP Complex,2021-09-12,2021-12-15,88307.0,170000000.0,2021.0,94,9,2021,12,6,2021,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Rafael,2021-06-20,2021-07-13,78065.0,11000000.0,2021.0,23,6,2021,20,6,2021,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Mescal,2021-06-01,2021-06-16,72250.0,12075000.0,2021.0,15,6,2021,1,1,2021,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Cub Creek 2,2021-07-16,2021-09-26,70168.0,27788529.0,2021.0,72,7,2021,16,4,2021,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
"Devil’s Knob
Complex",2021-08-03,2021-10-29,70110.0,7925100.0,2021.0,87,8,2021,3,1,2021,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
Tamarack,2021-07-16,2021-10-07,68637.0,37000000.0,2021.0,83,7,2021,16,4,2021,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
Betty's Way,2024-02-26,2024-03-11,69810.0,7925100.0,2024.0,14,2,2024,26,0,2024,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Smokehouse Creek,2024-02-26,2024-03-17,1054153.0,7925100.0,2024.0,20,2,2024,26,0,2024,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Catesby,2024-02-27,2024-03-15,89688.0,7925100.0,2024.0,17,2,2024,27,1,2024,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
McDonald,2024-06-08,2024-07-20,152227.0,7925100.0,2024.0,42,6,2024,8,5,2024,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Midnight,2024-06-19,2024-07-09,52550.0,7925100.0,2024.0,20,6,2024,19,2,2024,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Grapefruit Complex,2024-06-28,2024-07-13,89011.0,7925100.0,2024.0,15,6,2024,28,4,2024,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Falls,2024-07-10,2024-08-21,151689.0,7925100.0,2024.0,42,7,2024,10,2,2024,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Cow Valley,2024-07-11,2024-08-09,133490.0,7925100.0,2024.0,29,7,2024,11,3,2024,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
Lone Rock,2024-07-13,2024-08-31,137222.0,7925100.0,2024.0,49,7,2024,13,5,2024,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
Boneyard,2024-07-17,2024-07-25,49716.0,7925100.0,2024.0,8,7,2024,17,2,2024,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
Durkee,2024-07-17,2024-09-04,294265.0,7925100.0,2024.0,49,7,2024,17,2,2024,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
"Battle Mountain
Complex",2024-07-18,2024-09-14,183026.0,7925100.0,2024.0,58,7,2024,18,3,2024,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
Monkey Creek,2024-07-18,2024-07-20,115269.0,7925100.0,2024.0,2,7,2024,18,3,2024,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
Swawilla I,2024-07-18,2024-11-03,53462.0,7925100.0,2024.0,108,7,2024,18,3,2024,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
Telephone,2024-07-22,2024-08-21,54005.0,7925100.0,2024.0,30,7,2024,22,0,2024,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
Crazy Creek,2024-07-22,2024-09-25,86968.0,7925100.0,2024.0,65,7,2024,22,0,2024,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
Big Horn,2024-07-22,2024-07-30,51569.0,7925100.0,2024.0,8,7,2024,22,0,2024,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
Badland Complex,2024-07-23,2024-08-14,54617.0,7925100.0,2024.0,22,7,2024,23,1,2024,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
Retreat,2024-07-23,2024-10-01,45601.0,7925100.0,2024.0,70,7,2024,23,1,2024,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Park,2024-07-24,2024-09-25,429603.0,7925100.0,2024.0,63,7,2024,24,2,2024,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Borel,2024-07-24,2024-09-14,59288.0,7925100.0,2024.0,52,7,2024,24,2,2024,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Wapiti,2024-07-24,2024-10-24,129063.0,7925100.0,2024.0,92,7,2024,24,2,2024,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Hole In The Ground,2024-07-24,2024-08-01,98855.0,7925100.0,2024.0,8,7,2024,24,2,2024,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
Paddock,2024-08-05,2024-08-17,187185.0,7925100.0,2024.0,12,8,2024,5,0,2024,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Warner Peak,2024-08-05,2024-08-23,65866.0,7925100.0,2024.0,18,8,2024,5,0,2024,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
Nellie,2024-08-06,2024-08-08,48196.0,7925100.0,2024.0,2,8,2024,6,1,2024,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
"Middle Fork
Complex",2024-08-08,2024-10-24,61496.0,7925100.0,2024.0,77,8,2024,8,3,2024,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Flat Rock,2024-08-21,2024-09-12,52421.0,7925100.0,2024.0,22,8,2024,21,2,2024,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
House Draw,2024-08-21,2024-09-12,174547.0,7925100.0,2024.0,22,8,2024,21,2,2024,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False
Remington,2024-08-22,2024-09-19,196368.0,7925100.0,2024.0,28,8,2024,22,3,2024,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
Red Rock,2024-09-02,2024-10-28,79260.0,7925100.0,2024.0,56,9,2024,2,0,2024,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Rail Ridge,2024-09-02,2024-10-31,176661.0,7925100.0,2024.0,59,9,2024,2,0,2024,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
Lava,2024-09-03,2024-10-24,97585.0,7925100.0,2024.0,51,9,2024,3,1,2024,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Line,2024-09-04,2024-12-24,43978.0,7925100.0,2024.0,111,9,2024,4,2,2024,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Bridge,2024-09-08,2024-12-29,56030.0,7925100.0,2024.0,112,9,2024,8,6,2024,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Pack Trail,2024-09-18,2024-11-02,89930.0,7925100.0,2024.0,45,9,2024,18,2,2024,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False
Elk,2024-09-27,2024-11-14,98352.0,7925100.0,2024.0,48,9,2024,27,4,2024,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
Old Grouch Top,2019-06-05,2019-08-01,307969.0,61000.0,2019.0,57,6,2019,5,2,2019,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Frozen Calf,2019-06-24,2019-07-11,240543.0,4332806.0,2019.0,17,6,2019,24,0,2019,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Hess Creek,2019-06-21,2019-08-01,189369.0,3005369.0,2019.0,41,6,2019,21,4,2019,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Swan Lake,2019-06-05,2019-10-02,167183.0,48101094.0,2019.0,119,6,2019,5,2,2019,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Bearnose Hill,2019-06-29,2019-07-11,130768.0,2108024.0,2019.0,12,6,2019,29,5,2019,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Woodbury,2019-06-08,2019-07-05,123875.0,20000000.0,2019.0,27,6,2019,8,5,2019,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Sheep,2019-06-22,2019-07-25,112106.0,710000.0,2019.0,33,6,2019,22,5,2019,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Black River,2019-06-18,2019-08-08,107078.0,30000.0,2019.0,51,6,2019,18,1,2019,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
North River,2019-06-10,2019-07-21,101451.0,40000.0,2019.0,41,6,2019,10,0,2019,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Tractor Trail 2,2019-06-22,2019-07-11,92628.0,461188.0,2019.0,19,6,2019,22,5,2019,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Hurst Creek,2019-06-22,2019-07-04,85261.0,231175.0,2019.0,12,6,2019,22,5,2019,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
"Little Crazy
Mountain",2019-06-21,2019-07-25,79953.0,7925100.0,2019.0,34,6,2019,21,4,2019,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Little Mud River,2019-06-21,2019-07-25,79675.0,7925100.0,2019.0,34,6,2019,21,4,2019,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Kincade,2019-10-23,2019-11-07,77758.0,77144684.0,2019.0,15,10,2019,23,2,2019,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Smith Creek,2019-06-30,2019-08-02,71815.0,7925100.0,2019.0,33,6,2019,30,6,2019,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Pothole,2019-08-06,2019-08-08,69704.0,600000.0,2019.0,2,8,2019,6,1,2019,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Hadweenzic River,2019-06-22,2019-07-19,62068.0,5004308.0,2019.0,27,6,2019,22,5,2019,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Walker,2019-08-16,2019-09-25,54608.0,35600000.0,2019.0,40,8,2019,16,4,2019,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Wilderness,2019-06-20,2019-07-25,53411.0,60000.0,2019.0,35,6,2019,20,3,2019,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Foraker,2019-06-26,2019-07-25,49980.0,203477.0,2019.0,29,6,2019,26,2,2019,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Grouse Creek,2019-07-10,2019-08-07,49533.0,2000000.0,2019.0,28,7,2019,10,2,2019,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Page Mountain,2019-06-22,2019-08-01,46897.0,394900.0,2019.0,40,6,2019,22,5,2019,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Williams Flatt,2019-08-02,2019-08-24,44446.0,19432000.0,2019.0,22,8,2019,2,4,2019,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
Bergman Creek,2019-06-21,2019-07-25,42300.0,1233004.0,2019.0,34,6,2019,21,4,2019,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Sawgrass,2019-06-23,2019-06-27,42000.0,7925100.0,2019.0,4,6,2019,23,6,2019,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Cold Creek,2019-07-18,2019-07-21,41920.0,900000.0,2019.0,3,7,2019,18,3,2019,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
Wallow,2011-05-29,2011-07-08,538049.0,109000000.0,2011.0,40,5,2011,29,6,2011,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Rock House,2011-04-09,2011-05-12,314444.0,8399072.0,2011.0,33,4,2011,9,5,2011,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Honey Prairie,2011-04-30,2011-12-28,309200.0,53420000.0,2011.0,242,4,2011,30,5,2011,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Horseshoe 2,2011-05-08,2011-07-20,222954.0,52000000.0,2011.0,73,5,2011,8,6,2011,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Deaton Cole,2011-04-25,2011-05-11,175000.0,7925100.0,2011.0,16,4,2011,25,0,2011,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
Cooper Mountain Ranch,2011-04-11,2011-04-23,162625.0,1194159.0,2011.0,12,4,2011,11,0,2011,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
Wildcat,2011-04-11,2011-05-02,159308.0,5282333.0,2011.0,21,4,2011,11,0,2011,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
Las Conchas,2011-06-26,2011-07-13,156593.0,48385000.0,2011.0,17,6,2011,26,6,2011,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Pk Complex,2011-04-13,2011-05-12,126734.0,6639413.0,2011.0,29,4,2011,13,2,2011,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Swenson,2011-04-06,2011-04-23,122500.0,2567948.0,2011.0,17,4,2011,6,2,2011,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Indian Creek,2011-09-30,2011-10-13,110827.0,2500000.0,2011.0,13,9,2011,30,4,2011,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
High Cascades,2011-08-24,2011-09-21,108154.0,28294465.0,2011.0,28,8,2011,24,2,2011,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
Southeast Texas Complex,2011-09-07,2011-11-18,104818.0,20065853.0,2011.0,72,9,2011,7,2,2011,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
Donaldson,2011-06-28,2011-07-09,101563.0,5700000.0,2011.0,11,6,2011,28,1,2011,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
Pagami Creek,2011-08-17,2011-10-22,92193.0,22700000.0,2011.0,66,8,2011,17,2,2011,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Dickens County Complex,2011-05-07,2011-05-21,89200.0,7925100.0,2011.0,14,5,2011,7,5,2011,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
Miller,2011-04-28,2011-06-14,88835.0,18100000.0,2011.0,47,4,2011,28,3,2011,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Iron Mountain,2011-05-09,2011-05-24,87401.0,7925100.0,2011.0,15,5,2011,9,0,2011,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
Schwartz,2011-05-07,2011-05-24,83995.0,7925100.0,2011.0,17,5,2011,7,5,2011,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
Frying Pan Ranch,2011-04-14,2011-04-20,80907.0,277072.0,2011.0,6,4,2011,14,3,2011,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
White Hat,2011-06-20,2011-07-01,72473.0,7925100.0,2011.0,11,6,2011,20,0,2011,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
Prairie,2011-06-05,2011-06-24,68295.0,7925100.0,2011.0,19,6,2011,5,6,2011,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Murphy Complex,2011-05-30,2011-06-15,68079.0,5692555.0,2011.0,16,5,2011,30,0,2011,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Big Hill,2011-08-14,2011-08-17,67000.0,150000.0,2011.0,3,8,2011,14,6,2011,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Enterprise,2011-02-27,2011-02-28,64936.0,37000.0,2011.0,1,2,2011,27,6,2011,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Crawford Ranch,2011-04-09,2011-04-12,60000.0,7925100.0,2011.0,3,4,2011,9,5,2011,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
Hancock Complex,2011-08-24,2011-09-16,57597.0,2896867.0,2011.0,23,8,2011,24,2,2011,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
East Volkmar,2011-05-26,2011-08-10,54217.0,6912031.0,2011.0,76,5,2011,26,3,2011,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Killough,2011-04-09,2011-04-16,54000.0,7925100.0,2011.0,7,4,2011,9,5,2011,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
Last Chance,2011-04-24,2011-05-09,53342.0,2062400.0,2011.0,15,4,2011,24,6,2011,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
